timestamp,event_id,test_case,page_name,element_name,ui_version,candidate_idx,candidate_tag,candidate_id,candidate_css_path,tag_match,text_similarity,attribute_similarity,class_similarity,parent_similarity,depth_similarity,id_similarity,name_similarity,placeholder_similarity,aria_label_similarity,type_attr_match,sibling_count_ratio,multi_attr_match_count,score,rank,was_selected,label
20260420_130811_951627,checkout_form_test__postal_code__20260420_130811_951627,checkout_form_test,checkout,postal_code,,0,input,first-name-v,input#first-name-v,1.0,0.0,0.380952,0.0,1.0,0.9,0.347826,0.0,0.380952,0.0,0.0,0.25,0.0,0.0,1,0,0
20260420_130811_951627,checkout_form_test__postal_code__20260420_130811_951627,checkout_form_test,checkout,postal_code,,1,input,last-name-v,input#last-name-v,1.0,0.0,0.4,0.0,1.0,0.9,0.363636,0.0,0.4,0.0,0.0,0.25,0.0,0.0,2,0,0
20260420_130811_951627,checkout_form_test__postal_code__20260420_130811_951627,checkout_form_test,checkout,postal_code,,2,input,postal-code-v,input#postal-code-v,1.0,0.0,0.916667,0.0,1.0,0.9,0.916667,0.0,0.631579,0.0,0.0,0.25,0.0,0.0,3,1,1
20260420_130815_372530,navigation_flow_test__nav_login__20260420_130815_372530,navigation_flow_test,index,nav_login,,0,a,,html > body > nav > a,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130815_372530,navigation_flow_test__nav_login__20260420_130815_372530,navigation_flow_test,index,nav_login,,1,a,nav-products,a#nav-products,1.0,0.153846,0.47619,0.0,1.0,0.9,0.47619,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,0,0
20260420_130815_372530,navigation_flow_test__nav_login__20260420_130815_372530,navigation_flow_test,index,nav_login,,2,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130821_495916,inventory_test__add_backpack_button__20260420_130821_495916,inventory_test,inventory,add_backpack_button,,0,button,add-shirt,button#add-shirt,1.0,1.0,0.380952,0.0,1.0,0.8,0.380952,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130821_495916,inventory_test__add_backpack_button__20260420_130821_495916,inventory_test,inventory,add_backpack_button,,1,button,add-bike,button#add-bike,1.0,1.0,0.6,0.0,1.0,0.7,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130821_495916,inventory_test__add_backpack_button__20260420_130821_495916,inventory_test,inventory,add_backpack_button,,2,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.923077,0.0,1.0,0.7,0.923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130824_917935,multi_add_to_cart_test__add_backpack__20260420_130824_917935,multi_add_to_cart_test,inventory,add_backpack,,0,button,add-shirt,button#add-shirt,1.0,1.0,0.380952,0.0,1.0,0.8,0.380952,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130824_917935,multi_add_to_cart_test__add_backpack__20260420_130824_917935,multi_add_to_cart_test,inventory,add_backpack,,1,button,add-bike,button#add-bike,1.0,1.0,0.6,0.0,1.0,0.7,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130824_917935,multi_add_to_cart_test__add_backpack__20260420_130824_917935,multi_add_to_cart_test,inventory,add_backpack,,2,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.923077,0.0,1.0,0.7,0.923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130828_661412,login_test__username_input__20260420_130828_661412,login_test,login,username_input,,0,input,,html > body > form > input,1.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.0,1,0,0
20260420_130828_661412,login_test__username_input__20260420_130828_661412,login_test,login,username_input,,1,input,,html > body > form > input,1.0,0.0,0.25,0.0,1.0,0.9,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,2,0,0
20260420_130836_900620,checkout_form_test__first_name__20260420_130836_900620,checkout_form_test,checkout,first_name,,0,input,,html > body > input,1.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,1,0,0
20260420_130836_900620,checkout_form_test__first_name__20260420_130836_900620,checkout_form_test,checkout,first_name,,1,input,last-name-v,input#last-name-v,1.0,0.0,0.736842,0.0,1.0,0.9,0.666667,0.0,0.736842,0.0,0.0,0.25,0.0,0.0,2,1,1
20260420_130836_900620,checkout_form_test__first_name__20260420_130836_900620,checkout_form_test,checkout,first_name,,2,input,postal-code-v,input#postal-code-v,1.0,0.0,0.347826,0.0,1.0,0.9,0.347826,0.0,0.333333,0.0,0.0,0.25,0.0,0.0,3,0,0
20260420_130840_008788,checkout_form_test__last_name__20260420_130840_008788,checkout_form_test,checkout,last_name,,0,input,,html > body > input,1.0,0.0,0.736842,0.0,1.0,0.9,0.0,0.0,0.736842,0.0,0.0,0.25,0.0,0.0,1,0,0
20260420_130840_008788,checkout_form_test__last_name__20260420_130840_008788,checkout_form_test,checkout,last_name,,1,input,last-name-v,input#last-name-v,1.0,0.0,1.0,0.0,1.0,0.9,0.9,0.0,1.0,0.0,0.0,0.25,1.0,0.0,2,1,1
20260420_130840_008788,checkout_form_test__last_name__20260420_130840_008788,checkout_form_test,checkout,last_name,,2,input,postal-code-v,input#postal-code-v,1.0,0.0,0.363636,0.0,1.0,0.9,0.363636,0.0,0.235294,0.0,0.0,0.25,0.0,0.0,3,0,0
20260420_130843_119364,checkout_form_test__postal_code__20260420_130843_119364,checkout_form_test,checkout,postal_code,,0,input,,html > body > input,1.0,0.0,0.380952,0.0,1.0,0.9,0.0,0.0,0.380952,0.0,0.0,0.25,0.0,0.0,1,0,0
20260420_130843_119364,checkout_form_test__postal_code__20260420_130843_119364,checkout_form_test,checkout,postal_code,,1,input,last-name-v,input#last-name-v,1.0,0.0,0.4,0.0,1.0,0.9,0.363636,0.0,0.4,0.0,0.0,0.25,0.0,0.0,2,0,0
20260420_130843_119364,checkout_form_test__postal_code__20260420_130843_119364,checkout_form_test,checkout,postal_code,,2,input,postal-code-v,input#postal-code-v,1.0,0.0,0.916667,0.0,1.0,0.9,0.916667,0.0,0.631579,0.0,0.0,0.25,0.0,0.0,3,1,1
20260420_130846_226469,checkout_form_test__finish_button__20260420_130846_226469,checkout_form_test,checkout,finish_button,,0,button,finish-button-v,button#finish-button-v,1.0,1.0,0.928571,0.0,1.0,0.9,0.928571,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1,1,1
20260420_130852_586460,inventory_test__add_backpack_button__20260420_130852_586460,inventory_test,inventory,add_backpack_button,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.347826,0.0,1.0,0.8,0.347826,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130852_586460,inventory_test__add_backpack_button__20260420_130852_586460,inventory_test,inventory,add_backpack_button,,1,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.923077,0.0,1.0,0.6,0.923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130852_586460,inventory_test__add_backpack_button__20260420_130852_586460,inventory_test,inventory,add_backpack_button,,2,button,,html > body > section.product-wrapper > section.product-wrapper > section.product-wrapper > div.product > button,1.0,1.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130855_994219,products_listing_test__inventory_title__20260420_130855_994219,products_listing_test,inventory,inventory_title,,0,h2,,html > body > h2,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1,0,0
20260420_130859_118498,login_test__username_input__20260420_130859_118498,login_test,login,username_input,,0,input,,html > body > form > input,1.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.0,1,0,0
20260420_130859_118498,login_test__username_input__20260420_130859_118498,login_test,login,username_input,,1,input,,html > body > form > input,1.0,0.0,0.25,0.0,1.0,0.9,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,2,0,0
20260420_130902_244065,cart_page_test__cart_title__20260420_130902_244065,cart_page_test,cart,cart_title,,0,h2,,html > body > h2,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,0,0
20260420_130905_399817,navigation_flow_test__nav_login__20260420_130905_399817,navigation_flow_test,index,nav_login,,0,a,,html > body > nav > a,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130905_399817,navigation_flow_test__nav_login__20260420_130905_399817,navigation_flow_test,index,nav_login,,1,a,nav-products,a#nav-products,1.0,0.5,0.47619,0.0,1.0,0.9,0.47619,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,1,1
20260420_130905_399817,navigation_flow_test__nav_login__20260420_130905_399817,navigation_flow_test,index,nav_login,,2,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130908_616009,navigation_flow_test__login_products_link__20260420_130908_616009,navigation_flow_test,login,login_products_link,,0,a,shopping_cart_link,a#shopping_cart_link,1.0,0.26087,0.486486,0.0,1.0,0.9,0.486486,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1,0,0
20260420_130911_773524,home_navigation_test__nav_login__20260420_130911_773524,home_navigation_test,index,nav_login,,0,a,,html > body > nav > a,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130911_773524,home_navigation_test__nav_login__20260420_130911_773524,home_navigation_test,index,nav_login,,1,a,nav-products,a#nav-products,1.0,0.5,0.47619,0.0,1.0,0.9,0.47619,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,1,1
20260420_130911_773524,home_navigation_test__nav_login__20260420_130911_773524,home_navigation_test,index,nav_login,,2,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130914_961588,home_navigation_test__nav_cart__20260420_130914_961588,home_navigation_test,index,nav_cart,,0,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130914_961588,home_navigation_test__nav_cart__20260420_130914_961588,home_navigation_test,index,nav_cart,,1,a,nav-products,a#nav-products,1.0,0.545455,0.6,0.0,1.0,0.9,0.6,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,0,0
20260420_130914_961588,home_navigation_test__nav_cart__20260420_130914_961588,home_navigation_test,index,nav_cart,,2,a,,html > body > nav > a,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130918_056009,multi_add_to_cart_test__add_backpack__20260420_130918_056009,multi_add_to_cart_test,inventory,add_backpack,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.347826,0.0,1.0,0.8,0.347826,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130918_056009,multi_add_to_cart_test__add_backpack__20260420_130918_056009,multi_add_to_cart_test,inventory,add_backpack,,1,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.923077,0.0,1.0,0.6,0.923077,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130918_056009,multi_add_to_cart_test__add_backpack__20260420_130918_056009,multi_add_to_cart_test,inventory,add_backpack,,2,button,,html > body > section.product-wrapper > section.product-wrapper > section.product-wrapper > div.product > button,1.0,1.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130921_196692,multi_add_to_cart_test__add_bike__20260420_130921_196692,multi_add_to_cart_test,inventory,add_bike,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.526316,0.0,1.0,1.0,0.526316,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130921_196692,multi_add_to_cart_test__add_bike__20260420_130921_196692,multi_add_to_cart_test,inventory,add_bike,,1,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.545455,0.0,1.0,0.8,0.545455,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130921_196692,multi_add_to_cart_test__add_bike__20260420_130921_196692,multi_add_to_cart_test,inventory,add_bike,,2,button,,html > body > section.product-wrapper > section.product-wrapper > section.product-wrapper > div.product > button,1.0,1.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130924_320406,multi_add_to_cart_test__add_shirt__20260420_130924_320406,multi_add_to_cart_test,inventory,add_shirt,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.9,0.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,1,1
20260420_130924_320406,multi_add_to_cart_test__add_shirt__20260420_130924_320406,multi_add_to_cart_test,inventory,add_shirt,,1,button,add-backpack-v,button#add-backpack-v,1.0,1.0,0.347826,0.0,1.0,0.7,0.347826,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,0,0
20260420_130924_320406,multi_add_to_cart_test__add_shirt__20260420_130924_320406,multi_add_to_cart_test,inventory,add_shirt,,2,button,,html > body > section.product-wrapper > section.product-wrapper > section.product-wrapper > div.product > button,1.0,1.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130932_711842,home_navigation_test__nav_login__20260420_130932_711842,home_navigation_test,index,nav_login,,0,a,,html > body > nav > a,1.0,0.5,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130932_711842,home_navigation_test__nav_login__20260420_130932_711842,home_navigation_test,index,nav_login,,1,a,nav-products,a#nav-products,1.0,0.5,0.47619,0.0,1.0,0.9,0.47619,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,1,1
20260420_130932_711842,home_navigation_test__nav_login__20260420_130932_711842,home_navigation_test,index,nav_login,,2,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130935_917886,home_navigation_test__nav_cart__20260420_130935_917886,home_navigation_test,index,nav_cart,,0,a,,html > body > nav > a,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1,0,0
20260420_130935_917886,home_navigation_test__nav_cart__20260420_130935_917886,home_navigation_test,index,nav_cart,,1,a,nav-products,a#nav-products,1.0,0.545455,0.6,0.0,1.0,0.9,0.6,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2,0,0
20260420_130935_917886,home_navigation_test__nav_cart__20260420_130935_917886,home_navigation_test,index,nav_cart,,2,a,,html > body > nav > a,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3,0,0
20260420_130939_232926,multi_add_to_cart_test__add_backpack__20260420_130939_232926,multi_add_to_cart_test,inventory,add_backpack,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.347826,0.0,1.0,0.8,0.347826,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0
20260420_130939_232926,multi_add_to_cart_test__add_backpack__20260420_130939_232926,multi_add_to_cart_test,inventory,add_backpack,,1,button,add-backpack-v-v,button#add-backpack-v-v,1.0,1.0,0.857143,0.0,1.0,0.5,0.857143,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,1,1
20260420_130939_232926,multi_add_to_cart_test__add_backpack__20260420_130939_232926,multi_add_to_cart_test,inventory,add_backpack,,2,button,,html > body > section.product-wrapper > section.product-wrapper > section.product-wrapper > section.product-wrapper > div.product > button,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0
20260420_130942_617323,multi_add_to_cart_test__add_bike__20260420_130942_617323,multi_add_to_cart_test,inventory,add_bike,,0,button,add-shirt-v,button#add-shirt-v,1.0,1.0,0.526316,0.0,1.0,1.0,0.526316,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,1,1
20260420_130942_617323,multi_add_to_cart_test__add_bike__20260420_130942_617323,multi_add_to_cart_test,inventory,add_bike,,1,button,add-backpack-v-v,button#add-backpack-v-v,1.0,1.0,0.5,0.0,1.0,0.7,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,0,0
